"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","Onset","Duration"
"1407","91: vaker","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","377.865311","0.295247019"
"1410","94: op","17.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","2","2","379.2285718","0.099879103"
"1411","95: een","17.1","1","1","1","1","1","1","2","1","2","2","2","2","1","1","2","2","379.3284509","0.059268918"
"1412","96: steeds","17.1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","379.3877198","0.429150871"
"1413","97: verachtelijker","17.1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","379.8168707","0.856280381"
"1415","99: alsof","17.1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","381.3695442","0.257929552"
"1416","100: hij","17.1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","mismatch","mismatch"
"1417","101: ertegen","17.1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","mismatch","mismatch"
"1420","104: op","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","385.0123546","0.088903377"
"1421","105: mijn","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1422","106: kamer","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","385.2318691","0.347930502"
"1423","107: boven","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","385.5797996","0.410492138"
"1426","110: de","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","386.4025116","0.077927652"
"1427","111: stem.","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","386.4804393","0.45439504"
"1428","112: Hij","17.1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","mismatch","mismatch"
"1429","113: drong","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","388.0553468","0.27878343"
"1430","114: door","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","388.3341303","0.320491188"
"1431","115: tot","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","388.6908414","0.130611135"
"1433","117: alle","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","389.0047471","0.228012468"
"1434","118: hoeken","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","389.2327596","0.268905277"
"1435","119: van","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","389.5016649","0.165733457"
"1438","122: Hij","17.1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","2","mismatch","mismatch"
"1439","123: overstemde","17.1","1","2","2","2","1","1","1","1","2","2","2","2","1","2","2","2","mismatch","mismatch"
"1440","124: zelfs","17.1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","2","391.414255","0.376467388"
"1441","125: de","17.1","2","1","2","2","1","2","1","1","2","2","2","2","1","2","2","2","391.8170642","0.087805805"
"1442","126: roffelende","17.1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","391.90487","0.554904334"
"1445","129: ik","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","mismatch","mismatch"
"1446","130: open","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","393.6428594","0.282706339"
"1447","131: had","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","393.9255658","0.201953351"
"1448","132: gezet","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","394.1275191","0.455492613"
"1449","133: omdat","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","394.8596","0.248768256"
"1450","134: ik","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","mismatch","mismatch"
"1451","135: benieuwd","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","395.142393","0.41158971"
"1452","136: was","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","395.5539827","0.171221319"
"1453","137: of","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","395.725204","0.087805805"
"1455","139: hem","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","mismatch","mismatch"
"1456","140: dan","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","396.2878893","0.142684433"
"1457","141: nog","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","396.4305737","0.113049974"
"1459","143: kunnen","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","396.7280158","0.199475582"
"1460","144: horen.","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","396.9274914","0.423663008"
"1505","1: Ik","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1506","2: legde","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","398.7402896","0.294149446"
"1507","3: mijn","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1508","4: boeken","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.1859041","0.357808655"
"1509","5: en","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.5437127","0.121830554"
"1510","6: schriften","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.6655433","0.386345541"
"1511","7: klaar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","400.1287189","0.339508462"
"1512","8: maar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","400.9742083","0.068125415"
"1514","10: ik","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1515","11: aan","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","401.326605","0.14158686"
