"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","Onset","Duration"
"1554","50: minder","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","412.6664401","0.496461113"
"1555","51: maar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","413.5042462","0.132425564"
"1556","52: nog","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","413.6366718","0.13280628"
"1557","53: zeer","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","413.7694781","0.311710607"
"1558","54: goed","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","414.0811887","0.251344116"
"1559","55: hoorbaar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","414.3325328","0.558664433"
"1560","56: en","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","414.8911972","0.066951926"
"1562","58: ging","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","415.061321","0.210537974"
"1563","59: terug","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","415.2916153","0.228295093"
"1564","60: naar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","415.5199104","0.138294143"
"1566","62: kamer","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","415.8261331","0.429150871"
"1567","63: en","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","416.6404231","0.104269393"
"1568","64: zette","19.1","1","1","1","2","1","1","1","2","1","2","1","1","1","416.7446925","0.259027124"
"1570","66: aan","19.1","1","1","1","2","1","1","1","2","1","2","1","1","1","417.3242108","0.105366966"
"1572","68: werk.","19.1","1","1","1","2","1","1","1","2","1","2","1","1","1","417.5261642","0.409394565"
"1573","69: Met","19.1","1","1","2","1","1","1","1","1","2","2","1","1","1","419.0267084","0.161343166"
"1575","71: handen","19.1","1","1","2","1","1","1","1","1","2","2","1","1","1","419.3439069","0.294149446"
"1576","72: tegen","19.1","1","1","2","1","1","1","1","1","2","2","1","1","1","419.6380564","0.253539262"
"1578","74: oren","19.1","1","1","2","1","1","1","1","1","2","2","1","1","1","420.0672072","0.362198945"
"1579","75: probeerde","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","420.4988137","0.370979526"
"1582","78: geschiedenisles","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","421.1386985","0.888479501"
"1583","79: over","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","422.027178","0.200388171"
"1584","80: de","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","422.2275662","0.096586385"
"1585","81: Heilige","19.1","1","2","1","1","2","1","1","1","2","1","1","1","1","422.3241526","0.422565436"
"1586","82: Alliantie","19.1","1","2","1","1","2","1","1","1","2","1","1","1","1","422.746718","0.556469288"
"1587","83: te","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","423.3398526","0.064756781"
"1588","84: leren.","19.1","1","1","1","1","1","1","1","1","2","1","1","1","1","423.4046094","0.424760581"
"1590","86: kreeg","19.1","2","1","2","1","1","1","1","2","2","2","2","1","1","424.7696089","0.27439314"
"1591","87: dezelfde","19.1","2","1","2","1","1","1","1","2","2","2","2","1","1","425.0440021","0.406101847"
"1592","88: gewaarwording","19.1","2","2","2","1","1","2","1","2","2","2","2","1","2","425.4501039","0.627811505"
"1593","89: als","19.1","2","1","2","1","1","1","1","2","2","2","2","1","1","426.0779154","0.171025587"
"1594","90: jaren","19.1","2","1","2","1","1","1","1","2","2","2","2","1","1","426.248941","0.342442639"
"1595","91: tevoren","19.1","2","1","2","1","1","1","1","2","2","2","2","1","1","426.6330914","0.440126597"
"1596","92: toen","19.1","1","1","2","1","1","1","2","2","2","2","2","1","1","427.1105355","0.165733457"
"1598","94: met","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","427.8930935","0.13280628"
"1599","95: de","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","428.0258998","0.049390765"
"1600","96: harde","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","428.0752906","0.250246544"
"1602","98: van","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","428.737757","0.079025224"
"1603","99: de","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","428.8167822","0.061464063"
"1604","100: koptelefoon","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","428.8782463","0.662933827"
"1605","101: op","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","429.5411801","0.244747481"
"1606","102: bij","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","430.1009309","0.095488813"
"1607","103: meneer","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","430.1964197","0.249148971"
"1608","104: Kuisters","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","430.5134225","0.502688233"
"1609","105: het","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","431.0161107","0.126220844"
"1610","106: eerste","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","431.1994053","0.357808655"
"1611","107: radiogeluid","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","431.557214","0.737285912"
"1612","108: had","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","432.2944999","0.092196095"
"1613","109: opgevangen.","19.1","1","1","1","1","1","1","2","2","2","2","2","1","1","432.386696","0.572563361"
"1614","110: De","19.1","2","1","2","1","1","1","2","1","2","1","2","2","2","433.9334254","0.065854354"
"1615","111: Mexicaanse","19.1","2","2","2","1","1","1","2","1","2","1","2","2","2","433.9992798","0.640982376"
"1616","112: hond.","19.1","2","2","2","1","1","1","2","1","2","1","2","2","2","434.6402621","0.401711557"
"1618","114: drukte","19.1","1","1","2","1","1","1","2","1","2","1","2","2","1","436.1707128","0.301832454"
"1620","116: handen","19.1","1","1","2","1","1","1","2","1","2","1","2","2","1","436.6898646","0.271100423"
"1621","117: steviger","19.1","1","1","2","1","1","1","2","1","2","1","2","2","1","436.960965","0.603664908"
"1622","118: tegen","19.1","1","1","2","1","1","1","2","1","2","1","2","2","1","437.6206061","0.274468832"
"1624","120: oren","19.1","1","1","2","1","1","1","2","1","2","1","2","2","1","438.1145895","0.410492138"
"1625","121: alsof","19.1","2","1","2","2","1","2","2","1","2","1","2","2","1","438.803865","0.247399259"
"1627","123: onbewust","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","439.1961439","0.545493563"
"1628","124: voelde","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","439.7416374","0.396223694"
"1629","125: wat","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","440.1378611","0.144879578"
"1630","126: die","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","440.2827407","0.051944226"
"1631","127: stem","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","440.3346849","0.373174671"
"1632","128: teweeg","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","440.7638358","0.323501281"
"1633","129: zou","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","441.0873371","0.127318417"
"1634","130: gaan","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","441.2146555","0.195367916"
"1635","131: brengen.","19.1","2","1","2","2","1","2","2","1","2","2","2","2","1","441.4100234","0.376467388"
